item	itemLabel	itemDescription
http://www.wikidata.org/entity/Q2327403	Songzi Niangniang	Taoist fertility goddess
http://www.wikidata.org/entity/Q11353731	Shichimen Tennyo	
http://www.wikidata.org/entity/Q10522015	Hé-no	Iroquois thunder spirit
http://www.wikidata.org/entity/Q11569196	Prajvalosnisa	
http://www.wikidata.org/entity/Q11358323	Sanki Daigongen	
http://www.wikidata.org/entity/Q11514781	Chimyō Gongen	
http://www.wikidata.org/entity/Q6191619	Jiang Ziwen	Taoist deity
http://www.wikidata.org/entity/Q394867	Agni	fire deity of Hinduism
http://www.wikidata.org/entity/Q1064930	Uras	sumerian goddess
http://www.wikidata.org/entity/Q2745666	Wakan Tanka	Lakota word for the Divine
http://www.wikidata.org/entity/Q620629	deism	belief in God without revelation
http://www.wikidata.org/entity/Q3704814	Deiopea	nymph in Roman mythology
http://www.wikidata.org/entity/Q3395483	Sudice	The Fates of Slavic  mythology
http://www.wikidata.org/entity/Q711275	Kui Xing	Taoist deities which represent the four stars of Beidou Seven Stars (Big Dipper), called Dòu kuí (斗魁) or Xuánjī (璇璣) collectively, tutelary deities of students and scholars in Chinese folk religion
http://www.wikidata.org/entity/Q22127349	Shinra Myōjin	
http://www.wikidata.org/entity/Q2140608	Fu Xing	Taoist deity
http://www.wikidata.org/entity/Q843642	Lingbao Tianzun	Taoist deity
http://www.wikidata.org/entity/Q3196952	Kina-sut-kamuy	Ainu kamuy of snakes
http://www.wikidata.org/entity/Q3109907	Gohone	Iroquois deity
http://www.wikidata.org/entity/Q37090	Trinity	Christian conception of God as consisting of three persons (hypostases) — the Father, the Son, and the Holy Spirit — sharing the same substance (ousia)
http://www.wikidata.org/entity/Q12482690	Fa Zhu Gong	tutelary god of Taoist priests in southeast China
http://www.wikidata.org/entity/Q1195885	Yuanshi Tianzun	Taoist deity
http://www.wikidata.org/entity/Q3552695	Uṣṇīṣa-vijayā	Buddha of longevity
http://www.wikidata.org/entity/Q249961	Áine	Irish goddess of summer, wealth and sovereignty
http://www.wikidata.org/entity/Q2741903	Pukkeenegak	Inuit deity
http://www.wikidata.org/entity/Q4692047	Agenoria	Roman goddess
http://www.wikidata.org/entity/Q1379248	Vajrayogini	Tantric Buddhist female Buddha and ḍākiṇī
http://www.wikidata.org/entity/Q4841999	Bagmasti	
http://www.wikidata.org/entity/Q3515560	White Tara	
http://www.wikidata.org/entity/Q12154947	Spandaramet	goddess of death
http://www.wikidata.org/entity/Q12101880	Stricha	a mythical character, a proto-Ukrainian goddess of good fortune
http://www.wikidata.org/entity/Q18211601	Telangana Talli	mother goddess for the people of Telangana
http://www.wikidata.org/entity/Q1434285	Nortia	Etruscan goddess
http://www.wikidata.org/entity/Q97155736	Aerfen	
http://www.wikidata.org/entity/Q5951598	Hušbišag	Sumerian netherworld goddess
http://www.wikidata.org/entity/Q107980634	Belet Nagar	tutelary goddess of Nagar
http://www.wikidata.org/entity/Q40730	Demeter	Greek goddess of the harvest, grains, and agriculture
http://www.wikidata.org/entity/Q4191010	Zemes-mãte	Slavic and Latvian goddess of the earth, identical to Lithuanian Žemyna
http://www.wikidata.org/entity/Q6049081	Odrub	Tibetan goddess
http://www.wikidata.org/entity/Q2024528	Sandraudiga	
http://www.wikidata.org/entity/Q3637636	Belili	mesopotamian goddess
http://www.wikidata.org/entity/Q18652568	Furki	Chechen and Ingush goddess
http://www.wikidata.org/entity/Q2223705	Ba‘alat Gebal	Phoenician deity
http://www.wikidata.org/entity/Q30308924	Merten	
http://www.wikidata.org/entity/Q1957455	Lagamal	Mesopotamian and Elamite deity
http://www.wikidata.org/entity/Q418226	Mazu	a Chinese sea goddess of East and Southeast Asia, formerly a shamaness called Lin Mo or Lin Moniang lived in Meizhou Island, Fujian, in the 10th century
http://www.wikidata.org/entity/Q94401472	Lyke	demon, empress, goddess, new devil
http://www.wikidata.org/entity/Q935885	Maris	Etruscan deity
http://www.wikidata.org/entity/Q845558	Meng Po	goddess
http://www.wikidata.org/entity/Q16671427	Prudencia	roman goddess
http://www.wikidata.org/entity/Q1365338	Ubertas	Roman goddess of wealth
http://www.wikidata.org/entity/Q97156257	Afekan	goddess of creation and knowledge in the Tifalmin mythology of Papua New Guinea.
http://www.wikidata.org/entity/Q1117489	Geshtinanna	Sumerian goddess
http://www.wikidata.org/entity/Q8061885	Yushkep Kamuy	
http://www.wikidata.org/entity/Q1093874	Vica Pota	
http://www.wikidata.org/entity/Q1660967	Inciona	
http://www.wikidata.org/entity/Q2495992	Vajravarahi	wrathful form of Vajrayogini in Tibetan Buddhism
http://www.wikidata.org/entity/Q3571034	Xochitlicue	
http://www.wikidata.org/entity/Q4108084	Werpeja	
http://www.wikidata.org/entity/Q2904544	Birrahgnooloo	goddess of fertility in Australian Aboriginal mythology
http://www.wikidata.org/entity/Q5269425	Dhat-Badan	
http://www.wikidata.org/entity/Q5864024	Formido	
http://www.wikidata.org/entity/Q3318251	Mogontia	celtic goddess
http://www.wikidata.org/entity/Q11548813	Shuimu	
http://www.wikidata.org/entity/Q3515941	Tashmetum	Akkadian goddess
http://www.wikidata.org/entity/Q111951396	Shalash	Syrian goddess
http://www.wikidata.org/entity/Q16708758	Tusholi	
http://www.wikidata.org/entity/Q21995434	Iyaya	hittite and Luwian goddess
http://www.wikidata.org/entity/Q2248378	Oźwiena	Slavic goddess of the echo
http://www.wikidata.org/entity/Q19932716	Azele Yaba	goddess
http://www.wikidata.org/entity/Q2132551	Yohaulticetl	moon goddess and guardian of infants
http://www.wikidata.org/entity/Q792826	Ayauhteotl	
http://www.wikidata.org/entity/Q4285859	Mahuika	Māori goddess
http://www.wikidata.org/entity/Q1088417	Nisaba	Mesopotamian goddess
http://www.wikidata.org/entity/Q943459	Manāt	pre-Islamic Arabian goddess
http://www.wikidata.org/entity/Q936979	Morana	deity
http://www.wikidata.org/entity/Q1237329	Nemetona	Celtic goddess
http://www.wikidata.org/entity/Q42325304	Dysis	
http://www.wikidata.org/entity/Q3699563	Cupra	fertility goddess of certain ancient pre-Roman cultures
http://www.wikidata.org/entity/Q8218092	Spenta Armaiti	female divine entity in Zoroastrianism
http://www.wikidata.org/entity/Q425418	Hatepuna	hattian goddess
http://www.wikidata.org/entity/Q1133063	Pele	Hawaiian goddess, creator of the Hawaiian Islands
http://www.wikidata.org/entity/Q2894565	Ashima	ancient Semitic Goddess
http://www.wikidata.org/entity/Q1911431	Pinga	goddess of the hunt, fertility and medicine in Inuit mythology
http://www.wikidata.org/entity/Q1543737	Laima	goddess
http://www.wikidata.org/entity/Q755554	Athirat	Ugaritic sea and sky goddess
http://www.wikidata.org/entity/Q767219	Lamashtu	demon
http://www.wikidata.org/entity/Q4312829	Nane	Armenian goddess of war
http://www.wikidata.org/entity/Q165496	Nut	goddess of the sky in the Ennead of Egyptian mythology
http://www.wikidata.org/entity/Q650625	Živa	Slavic goddess
http://www.wikidata.org/entity/Q111191399	Chengleima	Ancient Meitei Goddess of rice and one of the shopkeeper goddesses in market ("Lai Keithel Kaba") according to the "Khamnung Engal Leishaba" text
http://www.wikidata.org/entity/Q678488	Manungal	Mesopotamian goddess of prisons
http://www.wikidata.org/entity/Q7680724	Tamar	goddess in Georgian mythology
http://www.wikidata.org/entity/Q2996497	Vahagn	character of ancient Armenian mythology
http://www.wikidata.org/entity/Q751867	Fascinus	the embodiment on the draiv edet.
http://www.wikidata.org/entity/Q105023124	Ogum Marinho	candomblé deity
http://www.wikidata.org/entity/Q105023154	Ogum Iansã Xangô	candomblé deity
http://www.wikidata.org/entity/Q5398079	Eskeri	Deity
http://www.wikidata.org/entity/Q919544	Kothar-wa-Khasis	Ugaritic deity
http://www.wikidata.org/entity/Q106766696	Akash Bhairav	aspect of the Hindu deity Bhairava
http://www.wikidata.org/entity/Q5227664	Datin	
http://www.wikidata.org/entity/Q4838932	Bachué	mother goddess in the South American Muisca religion
http://www.wikidata.org/entity/Q1107286	Futsunushi	Japanese kami of swords
http://www.wikidata.org/entity/Q9097353	Yúcahu	masculine spirit of fertility in Taíno mythology
http://www.wikidata.org/entity/Q106618800	Onga	goddess of Thebes, identified with Athena
http://www.wikidata.org/entity/Q5997589	Puura	deity
http://www.wikidata.org/entity/Q47818	Abgal	god
http://www.wikidata.org/entity/Q9257251	Eś	Deity of the Ket people
http://www.wikidata.org/entity/Q1516552	Unkulunkulu	
http://www.wikidata.org/entity/Q2503476	Tork Angegh	
http://www.wikidata.org/entity/Q2626304	Kua Fu	
http://www.wikidata.org/entity/Q5760690	Hikule'o	
http://www.wikidata.org/entity/Q2762648	Kakka	a minor deity in Ancient Mesopotamia
http://www.wikidata.org/entity/Q6147695	Tlalchitonatiuh	
http://www.wikidata.org/entity/Q256357	Ataegina	iberian Goddess of the Underworld
http://www.wikidata.org/entity/Q138060	Maximón	Mayan folk god and saint
http://www.wikidata.org/entity/Q7543689	Smallpox demon	
http://www.wikidata.org/entity/Q771497	Anshar	Babylonian deity
http://www.wikidata.org/entity/Q7968788	Waralden Olmai	
http://www.wikidata.org/entity/Q3148951	Imana	deity in the Banyarwanda religion in Rwanda
http://www.wikidata.org/entity/Q10934709	daitengu	
http://www.wikidata.org/entity/Q11071206	Oshira-sama	
http://www.wikidata.org/entity/Q6436807	Kresnik	Slavic deity
http://www.wikidata.org/entity/Q1746686	Nana Buluku	female supreme being in some West African Traditional Religions such as Vodun
http://www.wikidata.org/entity/Q1759344	Our Lady of Charity	patroness of Cuba
http://www.wikidata.org/entity/Q5704272	Hayyi Rabbi	transcendental deity of the Mandaeans
http://www.wikidata.org/entity/Q105335595	Ortheia	goddess worshipped in ancient Sparta, assimilated to Artemis
http://www.wikidata.org/entity/Q198249	Zhurong	legendary ruler in prehistoric China associated with Chu (central Yangtze), later venerated as a fire diety and culture hero responsible for cooking and music
http://www.wikidata.org/entity/Q5923699	Hrishikesha	aspect of the Hindu god Vishnu
http://www.wikidata.org/entity/Q107547213	Hulla	deity in Hittite mythology
http://www.wikidata.org/entity/Q6039232	Necis	God of Iberian mythology
http://www.wikidata.org/entity/Q97097877	Raluvhimba	Venda deity
http://www.wikidata.org/entity/Q3302941	Mayari	ethnic Filipino deity
http://www.wikidata.org/entity/Q10555452	Lebé	Ancestral god of the Dogon
http://www.wikidata.org/entity/Q10590032	Mukasa	deity in the Buganda religion
http://www.wikidata.org/entity/Q6435729	Kpish	Deity of Paez
http://www.wikidata.org/entity/Q106092358	Osogoa	god of Mylasa in ancient Caria, associated with Zeus
http://www.wikidata.org/entity/Q6576290	So Han	god in Turkish, Mongolian, and Altaic mythology
http://www.wikidata.org/entity/Q942519	Soranus	Etruscan deity
http://www.wikidata.org/entity/Q102077287	Aryong-Jong	korean deity
http://www.wikidata.org/entity/Q2807267	Eternal Unborn Mother	Eternal Venerable Mother
http://www.wikidata.org/entity/Q2820133	Abaangui	moon god of the Guaraní people
http://www.wikidata.org/entity/Q586088	Omoikane	Shinto god of wisdom
http://www.wikidata.org/entity/Q2915257	Abandinus	Celtic god
http://www.wikidata.org/entity/Q10916508	Siming	Chinese deity
http://www.wikidata.org/entity/Q7103874	Orotalt	god of pre-Islamic Arabia, according to Herodotus
http://www.wikidata.org/entity/Q3275687	Sukunabikona	Kami of hot springs (onsen)
http://www.wikidata.org/entity/Q3823178	Piru	evil spirit or demon in Finnish mythology
http://www.wikidata.org/entity/Q3316160	Suwa'	deity mentioned in the Quran
http://www.wikidata.org/entity/Q75982935	Okuboro	
http://www.wikidata.org/entity/Q7099191	Ora	Albanian mythological figure associated with human destiny
http://www.wikidata.org/entity/Q7688664	Taufa	Polynesian god
http://www.wikidata.org/entity/Q7799963	Ti-Jean Petro	snake-loa
http://www.wikidata.org/entity/Q4694558	Aguingay	Philippine mythological figure
http://www.wikidata.org/entity/Q9150081	Amma	god worshiped in a religion of Dogon people
http://www.wikidata.org/entity/Q97359399	Sipe Gyalmo	
http://www.wikidata.org/entity/Q6394870	Kesari	Father of Lord Hanuman
http://www.wikidata.org/entity/Q986081	Guangchengzi	deity
http://www.wikidata.org/entity/Q391333	Šauška	Hurrian/Hittite feminine deity
http://www.wikidata.org/entity/Q2602397	Ai Toyon	the Yakut god of light
http://www.wikidata.org/entity/Q2426607	Bhagiratha	king in Hindu tradition
http://www.wikidata.org/entity/Q1105309	Kashku	Hittite moon god
http://www.wikidata.org/entity/Q1297152	Meizhou Island	island in People's Republic of China
http://www.wikidata.org/entity/Q3783599	Hashihime	Japanese legendary creature
http://www.wikidata.org/entity/Q1089680	Oannes	water deity
http://www.wikidata.org/entity/Q399586	Agwé	water deity
http://www.wikidata.org/entity/Q2861030	Argolis	
http://www.wikidata.org/entity/Q947409	Hatmehit	water deity
http://www.wikidata.org/entity/Q488887	Ancamna	water deity
http://www.wikidata.org/entity/Q223690	Ino	queen in Greek mythology
http://www.wikidata.org/entity/Q247019	Erlang Shen	personal name Yang Jian, a mythological Chinese God
http://www.wikidata.org/entity/Q58347834	Juling Shen	deity
http://www.wikidata.org/entity/Q1888234	Mami Wata	pagan water spirit
http://www.wikidata.org/entity/Q2006270	Tāwhirimātea	Maori wind god
http://www.wikidata.org/entity/Q5376139	Endill	
http://www.wikidata.org/entity/Q5995467	Ikatere	
http://www.wikidata.org/entity/Q5135536	Clota	Celtic goddess
http://www.wikidata.org/entity/Q7800393	Tibertus	
http://www.wikidata.org/entity/Q7821132	Tongoenabiagus	
http://www.wikidata.org/entity/Q1028374	Mizuchi	water deity
http://www.wikidata.org/entity/Q1635469	Vasuki	Great deity snake
http://www.wikidata.org/entity/Q2471937	Tsovinar	
http://www.wikidata.org/entity/Q463865	Pleione	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q139448	Juturna	goddess of fountains, wells and springs, and the mother of Fontus by Janus
http://www.wikidata.org/entity/Q14904528	Thronia	
http://www.wikidata.org/entity/Q5983388	Iansan	
http://www.wikidata.org/entity/Q6016480	Millalobo	
http://www.wikidata.org/entity/Q7365636	Rongomai	
http://www.wikidata.org/entity/Q5438180	Faumea	Polynesian eel woman
http://www.wikidata.org/entity/Q11178694	Li, Shixu, 1773-1824	Qing dynasty politician
http://www.wikidata.org/entity/Q1054437	Yamata no Orochi	Japanese dragon
http://www.wikidata.org/entity/Q4685848	Adsullata	
http://www.wikidata.org/entity/Q515882	Azure Dragon	Symbol of Chinese mythology
http://www.wikidata.org/entity/Q1761627	Llŷr	figure in Welsh mythology
http://www.wikidata.org/entity/Q2669294	Q'uq'umatz	maya creator god of wind and rain
http://www.wikidata.org/entity/Q221574	Abzu	mesopotamian deity
http://www.wikidata.org/entity/Q4907116	Biher	Ethiopian Aksumite god
http://www.wikidata.org/entity/Q641286	Rhodos	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q10566107	Shunfeng'er	
http://www.wikidata.org/entity/Q3484100	Simbi	mythical serpents in Haitian Vodou
http://www.wikidata.org/entity/Q1906028	Maruts	ancient Hindu storm deities
http://www.wikidata.org/entity/Q857144	Camena	water deity
http://www.wikidata.org/entity/Q2741894	Aulanerk	inuit deity
http://www.wikidata.org/entity/Q520188	Nammu	Primeval Mesopotamian goddess
http://www.wikidata.org/entity/Q1187294	Nodens	Celtic deity
http://www.wikidata.org/entity/Q271990	Nāga	deity or class of entity or being, taking the form of a very great snake
http://www.wikidata.org/entity/Q97485552	Ploto	One of the Nereids
http://www.wikidata.org/entity/Q1640742	Nethuns	etruscan water god
http://www.wikidata.org/entity/Q5262642	Mbói Tu'ĩ	Second legendary beast of Guarani mythology, second Paraguayan myth
http://www.wikidata.org/entity/Q1267349	Telesto	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q1851943	Oshun	Orisha
http://www.wikidata.org/entity/Q1169802	Nehalennia	water deity
http://www.wikidata.org/entity/Q3147887	Idliragijenget	Inuit deity
http://www.wikidata.org/entity/Q4072020	Atanua	marquesan dawn goddess
http://www.wikidata.org/entity/Q1074481	Chios	water deity in Greek mythology
http://www.wikidata.org/entity/Q2634447	Phorcydes	offspring of Phorcys in Greek myth
http://www.wikidata.org/entity/Q8061431	Yuqiang	mythological God and descendent of the "yellow emperor"
http://www.wikidata.org/entity/Q582918	Fontus	water deity
http://www.wikidata.org/entity/Q1821610	Leucothea	Greek sea goddess
http://www.wikidata.org/entity/Q41127	Poseidon	God of the seas in Greek mythology
http://www.wikidata.org/entity/Q862660	Sulis	water deity of Bath, England
http://www.wikidata.org/entity/Q5475388	Four Mountains	four deities, heroes or legendary mountains in Chinese mythology
http://www.wikidata.org/entity/Q941670	Icovellauna	water deity
http://www.wikidata.org/entity/Q221735	Atargatis	ancient goddess of Northern Syria
http://www.wikidata.org/entity/Q955406	Ameonna	water deity
http://www.wikidata.org/entity/Q60992236	klu	deity in Tibetan culture
http://www.wikidata.org/entity/Q1062889	Ukupanipo	water deity
http://www.wikidata.org/entity/Q204927	Ægir	sea giant, god of the ocean and king of the sea creatures in Norse mythology
http://www.wikidata.org/entity/Q167077	Kompira	water deity
http://www.wikidata.org/entity/Q648798	Wadj-wer	water deity
http://www.wikidata.org/entity/Q126319	Batea	mythical spouse of Dardanus
http://www.wikidata.org/entity/Q104835241	Ogunjá	candomblé deity
http://www.wikidata.org/entity/Q6064177	Iouga	
http://www.wikidata.org/entity/Q5364689	Elegua	an Orisha, syncretized with either Saint Michael, Saint Anthony of Padua, or the Holy Child of Atocha
http://www.wikidata.org/entity/Q255116	Ogun	orisha, god of war in the Yoruba mythology
http://www.wikidata.org/entity/Q1583421	Visucius	deity
http://www.wikidata.org/entity/Q5533207	Geniscus	
http://www.wikidata.org/entity/Q1673595	Osanyin	latin American deity
http://www.wikidata.org/entity/Q10342799	Oyá Igbalé	orisha
http://www.wikidata.org/entity/Q1910782	Matunos	
http://www.wikidata.org/entity/Q1104515	Gobannus	Celtic warrior deity, patron of smiths
http://www.wikidata.org/entity/Q16834105	Arubianus	
http://www.wikidata.org/entity/Q10341014	Onilé	Mother Earth orisha from Yoruba mythology
http://www.wikidata.org/entity/Q745577	Veraudunus	deity
http://www.wikidata.org/entity/Q1399263	Nantosuelta	Celtic goddess
http://www.wikidata.org/entity/Q3674954	Bêlit	
http://www.wikidata.org/entity/Q3638559	Bergimus	Celtic god
http://www.wikidata.org/entity/Q806376	Bandua	deity worshipped in ancient Iberia
http://www.wikidata.org/entity/Q10342472	Otin	deity
http://www.wikidata.org/entity/Q1140870	Crom Cruach	deity
http://www.wikidata.org/entity/Q255459	Brigid	Celtic deity
http://www.wikidata.org/entity/Q1145067	Vindonnus	Celtic deity
http://www.wikidata.org/entity/Q250060	Taranis	deity
http://www.wikidata.org/entity/Q2746488	Endovelicus	Pre-Roman god of the underworld, prophecy and Earth
http://www.wikidata.org/entity/Q4699480	Aja	Orisha; spirit of the forest, the animals within it and herbal healers
http://www.wikidata.org/entity/Q1399056	Vosegus	deity
http://www.wikidata.org/entity/Q48854763	Oxalá	
http://www.wikidata.org/entity/Q111915785	Disani	
http://www.wikidata.org/entity/Q10342715	Oxaguian	orisha
http://www.wikidata.org/entity/Q1580143	Rudianos	deity
http://www.wikidata.org/entity/Q6951219	Mẫu Thượng Thiên	
http://www.wikidata.org/entity/Q774158	Kamrusepa	Hittite goddess
http://www.wikidata.org/entity/Q104777969	Ajunsú	candomblé deity
http://www.wikidata.org/entity/Q48781922	Abita	
http://www.wikidata.org/entity/Q939549	Toutatis	deity
http://www.wikidata.org/entity/Q799755	Baeserta	Name of a Gallic deity from the Pyrenees
http://www.wikidata.org/entity/Q12303371	Bharati	hindu goddess
http://www.wikidata.org/entity/Q460085	Belatu-Cadros	deity
http://www.wikidata.org/entity/Q1124427	Condatis	deity
http://www.wikidata.org/entity/Q2097638	Math fab Mathonwy	king in Welsh mythology
http://www.wikidata.org/entity/Q6065930	Ira	Polynesian sky goddess
http://www.wikidata.org/entity/Q1251472	Mullo	deity
http://www.wikidata.org/entity/Q1370854	Esus	deity
http://www.wikidata.org/entity/Q640804	Arecurius	deity
http://www.wikidata.org/entity/Q97378659	Omolu	orisha
http://www.wikidata.org/entity/Q2295136	Smertrios	God in Gaul and Noricum equated with Mars
http://www.wikidata.org/entity/Q203230	Maponos	deity
http://www.wikidata.org/entity/Q769739	Tarvos Trigaranus	deity
http://www.wikidata.org/entity/Q634193	Arianrhod	figure in Welsh mythology
http://www.wikidata.org/entity/Q910293	Bres	deity
http://www.wikidata.org/entity/Q1367665	Eshu	Èṣù (Yoruba: Èṣù, also known as Echú, Exu or Exú) in other parts of the world, is an Òrìṣà in the Ìṣẹ̀ṣe religion of the Yoruba people (originating from Yorubaland, an area in and around present-day Nigeria).
http://www.wikidata.org/entity/Q1399542	Ogmios	The Celtic deity of eloquence
http://www.wikidata.org/entity/Q1019353	Bébinn	Celtic deity
http://www.wikidata.org/entity/Q1142535	Gebrinius	deity
http://www.wikidata.org/entity/Q655419	Arduinna	Celtic goddess of the forest
http://www.wikidata.org/entity/Q1186154	Tigernmas	deity
http://www.wikidata.org/entity/Q713105	Artio	mythical creature
http://www.wikidata.org/entity/Q2209994	Góntia	Celtic goddess
http://www.wikidata.org/entity/Q1779619	Oxossi	spirit in the Yoruba religion of West Africa
http://www.wikidata.org/entity/Q311685	Alisanos	Celtic deity
http://www.wikidata.org/entity/Q4777967	Anvallus	Gaulish deity
http://www.wikidata.org/entity/Q1547934	Shango	orisha
http://www.wikidata.org/entity/Q1027321	Callirius	deity
http://www.wikidata.org/entity/Q1264987	Dumiatis	Name of a Celtic god of the Gauls
http://www.wikidata.org/entity/Q1929840	Olokun	orisha in the Yoruba religion
http://www.wikidata.org/entity/Q100370011	Chinese auspicious symbol	
http://www.wikidata.org/entity/Q10882033	Emperor Wufu	illness-dispelling deity of southern Fujian folk religion, tutelary deity and one of the judges in the underworld of Fuzhou
http://www.wikidata.org/entity/Q3626277	Atlantia	hamadryad, wife of Danaus
http://www.wikidata.org/entity/Q1226931	Dioné	
http://www.wikidata.org/entity/Q41410	Hades	god of the underworld in Greek mythology
http://www.wikidata.org/entity/Q2181613	Yue-Laou	Taoist god of marriage and love in Chinese folk religion
http://www.wikidata.org/entity/Q757984	Bi'an	one of the 9 sons of the dragon
http://www.wikidata.org/entity/Q207368	Echo	mountain nymph of Greek mythology
http://www.wikidata.org/entity/Q10299840	Iaera	
http://www.wikidata.org/entity/Q3948364	Sagaritis	hamadryad in Greek mythology
http://www.wikidata.org/entity/Q7070337	Nusa-kor-kamuy	Ainu god
http://www.wikidata.org/entity/Q2937275	Capheira	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q10854746	Coronis	
http://www.wikidata.org/entity/Q3697327	Chrysopeleia	
http://www.wikidata.org/entity/Q1364799	Tian	The Chinese conception of Heaven as a cosmic force, a high god under the Zhou, and the realm of the Taoist celestial bureaucracy
http://www.wikidata.org/entity/Q10723495	Yen-Lo	God of death in Chinese mythology
http://www.wikidata.org/entity/Q21286585	Kraneia	
http://www.wikidata.org/entity/Q580309	Caïssa	goddess of chess
http://www.wikidata.org/entity/Q107096370	Xiyue Dadi	deity
http://www.wikidata.org/entity/Q28007307	Necile	wood nymph who becomes the adoptive mother of Santa Claus in the 1902 novel The Life and Adventures of Santa Claus
http://www.wikidata.org/entity/Q735518	Merope	Greek mythology: wife of Sisyphus
http://www.wikidata.org/entity/Q6851019	Taiyi Jiuku Tianzun	deity in Chinese religion and Taoism
http://www.wikidata.org/entity/Q58818193	Coryphe	character in Greek mythology
http://www.wikidata.org/entity/Q758050	Chi	mythical creature, sometimes considered as one of the 9 sons of the dragon
http://www.wikidata.org/entity/Q757973	Qiuniu	One of the 9 sons of the Dragon, used on musical instruments.
http://www.wikidata.org/entity/Q8018344	Guan emperor	deification of Chinese warrior Guan Yu
http://www.wikidata.org/entity/Q21286572	Syke	
http://www.wikidata.org/entity/Q2200117	Old Man of the South Pole	Taoist deification of Canopus, the brightest star of the constellation Carina; symbolizes happiness and longevity
http://www.wikidata.org/entity/Q831577	Britomartis	Minoan goddess of mountains and hunting
http://www.wikidata.org/entity/Q1530080	Glauce	Meliad nymph
http://www.wikidata.org/entity/Q1244430	Lysithea	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q3613853	Ambrosia	a nymph in Greek mythology
http://www.wikidata.org/entity/Q686174	Celaeno	one of the Pleiades in Greek mythology
http://www.wikidata.org/entity/Q28112243	Polydora	
http://www.wikidata.org/entity/Q28770	Bixi	one of the 9 sons of the Dragon
http://www.wikidata.org/entity/Q2571483	Eingana	Eingana is a godess in Australian Aboriginal mythology.
http://www.wikidata.org/entity/Q6612	Charon	ferryman of Hades in Greek-Roman mythology
http://www.wikidata.org/entity/Q6874740	Miru	goddess from  Polynesian mythology
http://www.wikidata.org/entity/Q55663885	Arsinoe	
http://www.wikidata.org/entity/Q17354329	Cleeia	
http://www.wikidata.org/entity/Q106079915	Menestho	One of the Oceanids
http://www.wikidata.org/entity/Q60691481	Eudora	
http://www.wikidata.org/entity/Q758047	Jiaotu	mythical creature, sometimes considered as one of the 9 sons of the dragon
http://www.wikidata.org/entity/Q858663	Electra	one of the Pleiades in Greek mythology
http://www.wikidata.org/entity/Q785598	Melia	Greek mythologial figure, daughter of the Titan Oceanus and consort of Apollo
http://www.wikidata.org/entity/Q11636657	Zhao Gongming	
http://www.wikidata.org/entity/Q8029090	Wohpe	Deity of the Lakota
http://www.wikidata.org/entity/Q24841560	Zhù Shēng Niángniáng	fertility goddess in southeast China folk religion
http://www.wikidata.org/entity/Q758019	Chiwen	one of the 9 sons of the dragon
http://www.wikidata.org/entity/Q106076725	Argie	One of the Oceanids
http://www.wikidata.org/entity/Q910403	Dryope	daughter of Dryops or of Eurytus, mother of Amphissus
http://www.wikidata.org/entity/Q5119899	Cihang Zhenren	Chinese god
http://www.wikidata.org/entity/Q205233	Maia	Pleiad and mother of Hermes
http://www.wikidata.org/entity/Q836792	Klymene	Oceanid in Greek mythology
http://www.wikidata.org/entity/Q718198	Wenchang Wang	Taoist deity in Chinese Mythology, known as the God of Culture and Literature
http://www.wikidata.org/entity/Q7021807	Nga	Siberian deity
http://www.wikidata.org/entity/Q939440	Dragon King	water deity
http://www.wikidata.org/entity/Q115945683	qi	Ancient Chinese gods related to the earth
http://www.wikidata.org/entity/Q662968	Plouto	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q3410251	Ptelea	ancient Greek mythological figure
http://www.wikidata.org/entity/Q846129	Syrinx	nymph transformed into hollow water reeds in Greek mythology
http://www.wikidata.org/entity/Q110938043	Owuo	god of Death in the Ashanti mythology
http://www.wikidata.org/entity/Q757969	Pulao	one of the 9 sons of the dragon
http://www.wikidata.org/entity/Q2163700	Thoe	One of the Oceanids
http://www.wikidata.org/entity/Q65122112	Yanluo Wang	Chinese deity of death
http://www.wikidata.org/entity/Q782764	Erato	Greek mythological figure, wife of Arcas
http://www.wikidata.org/entity/Q6110306	Jabru	ancient deity in Mesopotamia
http://www.wikidata.org/entity/Q66827979	Phaeo	Hyade
http://www.wikidata.org/entity/Q846838	Che Kung	South Song general
http://www.wikidata.org/entity/Q10536516	Ioskeha	figure in Iroquois and Huron mythology
http://www.wikidata.org/entity/Q57424690	Chryseis	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q12879274	Coryphe	character from Greek mythology
http://www.wikidata.org/entity/Q29490124	Carya	figure in Greek mythology, Hamadryad
http://www.wikidata.org/entity/Q3493090	Pitys	in Greek mythology an Oread nymph who was pursued by Pan
http://www.wikidata.org/entity/Q11786796	Musisi	god of earthquakes
http://www.wikidata.org/entity/Q5686971	Last God	Manichaean deity
http://www.wikidata.org/entity/Q3675441	Mushdamma	
http://www.wikidata.org/entity/Q366515	Adramelech	god of Sepharvaim
http://www.wikidata.org/entity/Q12735987	Mrityu	Demon or god from Vedic mythology
http://www.wikidata.org/entity/Q2507899	Uastyrdzhi	name of Saint George in Ossetian folklore
