item	itemLabel	itemDescription
http://www.wikidata.org/entity/Q3393348	Hold Nickar	Scandinavian god
http://www.wikidata.org/entity/Q11053896	Ljuba	Slavic deity
http://www.wikidata.org/entity/Q1872800	Kajamanu	Mesopotamian deity
http://www.wikidata.org/entity/Q12971074	Sidapa	Filipino deity
http://www.wikidata.org/entity/Q7068925	Nulgubjishin	
http://www.wikidata.org/entity/Q7596551	Staff God	
http://www.wikidata.org/entity/Q11752653	Lakini	Hindu deity
http://www.wikidata.org/entity/Q12278075	Div	Deity in the Slavic religion
http://www.wikidata.org/entity/Q11813477	Patientia	human figure personifying the virtue of patience
http://www.wikidata.org/entity/Q3642089	Bondyé	supreme creator god in Haitian Vodou
http://www.wikidata.org/entity/Q12803111	Sogbla	God of lightning and the smiths of the Ewe
http://www.wikidata.org/entity/Q107710151	Goddess of the Night	goddess from Kizzuwatna
http://www.wikidata.org/entity/Q111670030	Isis-Tyche	Syncretic deity, combining the attributes of the goddesses Isis and Tyche
http://www.wikidata.org/entity/Q21559031	Korochun	The ritual character of the Slavs, Moldavians and Romanians
http://www.wikidata.org/entity/Q1491402	Hennil	Slavic god mentioned by Thiethmar
http://www.wikidata.org/entity/Q1243867	Yarhibol	deity
http://www.wikidata.org/entity/Q6314209	Juno Februata	
http://www.wikidata.org/entity/Q12796254	Mebere	deity of fang
http://www.wikidata.org/entity/Q1349003	Phanes	Ancient Greek deity of procreation
http://www.wikidata.org/entity/Q1671840	Inzak	god of Dilmun
http://www.wikidata.org/entity/Q31700303	Vasoorimala	Hindu goddess
http://www.wikidata.org/entity/Q4363816	Pitao Cozobi	Zapotec deity
http://www.wikidata.org/entity/Q4952193	Boyakonda Gangamma	female given name
http://www.wikidata.org/entity/Q112298533	Yuyamanushi no Kami	
http://www.wikidata.org/entity/Q108943123	Abkhazian traditional pantheon	
http://www.wikidata.org/entity/Q9594792	Alburnus	divinity of Monte Alburno in Lucania
http://www.wikidata.org/entity/Q7272915	Qurai	god of Somosomo in Fijian mythology
http://www.wikidata.org/entity/Q105686251	Ganhanbili	Australian Aboriginal goddesses
http://www.wikidata.org/entity/Q111844893	Paiyatemu	Zuni Sun Youth deity capable of entering the sun and bringing about fertility
http://www.wikidata.org/entity/Q24948794	Bunzi	rain goddess from Kongo
http://www.wikidata.org/entity/Q11500143	Ch'i-T'ien Ta-Shêng	A figure in Chinese mythology and a god in Chinese folk religion
http://www.wikidata.org/entity/Q7296067	Ratumaibulu	deity in Fijian mythology
http://www.wikidata.org/entity/Q110652237	Chumdeo	A deity of Ahom people
http://www.wikidata.org/entity/Q13026365	Mae sue	
http://www.wikidata.org/entity/Q110057727	Sango	Orisha. A royal ancestor of the Yoruba kingdom who was the third king of the Oyo kingdom.
http://www.wikidata.org/entity/Q2190324	Atingkok	Supreme Creator God in ancient Meitei mythology and religion (Sanamahism)
http://www.wikidata.org/entity/Q1247315	Pikne	Estonian pagan god of lightning
http://www.wikidata.org/entity/Q12665675	Mitinis Kalvis	blacksmith character in Lithuanian mythology
http://www.wikidata.org/entity/Q4805944	Ashtar-Chemosh	Moabite goddess
http://www.wikidata.org/entity/Q32297278	Norra Horta	island in Sweden
http://www.wikidata.org/entity/Q7348457	Hemetch	God of ancient egypt
http://www.wikidata.org/entity/Q106707265	Mahabrahma	figure in Buddhist Mythology
http://www.wikidata.org/entity/Q110820908	Yashikigami	type of Shinto deities
http://www.wikidata.org/entity/Q5348279	Egungun-oya	deity of divination
http://www.wikidata.org/entity/Q12796249	Mbomba	African creator god
http://www.wikidata.org/entity/Q966139	Bamapana	Australian Aboriginal trickster god
http://www.wikidata.org/entity/Q16537538	Betatun	
http://www.wikidata.org/entity/Q109283646	Mataaho	Māori deity
http://www.wikidata.org/entity/Q12256419	Dunzio	Deity of Basque mythology
http://www.wikidata.org/entity/Q5699846	Jesus the Splendor	Pre-existent aspect of Jesus in Manichaeism
http://www.wikidata.org/entity/Q2509105	Medeina	deity in Lithuanian mythology
http://www.wikidata.org/entity/Q109357446	Lutunasobasoba	Fijian ancestor deity
http://www.wikidata.org/entity/Q65598508	Amma	God of fertility and rain among the Dogon people in Mali and Sudan
http://www.wikidata.org/entity/Q11751426	Kuszuh	deity of the Hurrians
http://www.wikidata.org/entity/Q9026969	Mahavishnu	form of Vishnu
http://www.wikidata.org/entity/Q56777728	Sianna	Romano-Celtic goddess
http://www.wikidata.org/entity/Q4790686	Arimanius	deity of darkness in Greek and Latin texts
http://www.wikidata.org/entity/Q12270992	Aarra	ancient arab deity
http://www.wikidata.org/entity/Q12277470	Gue	Creator god in Bushman religion
http://www.wikidata.org/entity/Q3521202	Sharabha	part-lion and part-bird beast in Hindu mythology
http://www.wikidata.org/entity/Q1959082	Kayra	
http://www.wikidata.org/entity/Q1791456	Māui	Polynesian mythological hero and trickster
http://www.wikidata.org/entity/Q233458	Ennead	group of nine deities in Egyptian mythology worshipped at Heliopolis
http://www.wikidata.org/entity/Q14456351	Jinzha	deity
http://www.wikidata.org/entity/Q105023118	Kigongo	candomblé deity
http://www.wikidata.org/entity/Q105023497	Nanã Ogum	candomblé deity
http://www.wikidata.org/entity/Q12377159	Tooru	Deity in popular belief of some regions of Estonia
http://www.wikidata.org/entity/Q3259850	Oesho	deitiy of the Kushan dynasty
http://www.wikidata.org/entity/Q543134	Ullikummi	
http://www.wikidata.org/entity/Q774522	Lelwani	Hattian goddess of the underworld
http://www.wikidata.org/entity/Q1757445	Baal-berith	
http://www.wikidata.org/entity/Q2401635	Ometochtli	
http://www.wikidata.org/entity/Q2548227	Wang Lingguan	
http://www.wikidata.org/entity/Q849412	Ame-no-tajikarao	god in Japanese mythology
http://www.wikidata.org/entity/Q3542465	Tuuri	
http://www.wikidata.org/entity/Q3333207	Astamurti	
http://www.wikidata.org/entity/Q3346271	Numakulla	
http://www.wikidata.org/entity/Q20716389	Oko	yoruba orisha
http://www.wikidata.org/entity/Q43897465	Moni	second-most important god in the pre-Islamic pantheon of the Hindukush Kafir people
http://www.wikidata.org/entity/Q3392532	Reo	Lusitanian god
http://www.wikidata.org/entity/Q16206695	Welaahilaninui	
http://www.wikidata.org/entity/Q16258032	Nileshwar Muthappan Madappura	
http://www.wikidata.org/entity/Q18643695	Dohkwibuhch	
http://www.wikidata.org/entity/Q18759303	Achor	
http://www.wikidata.org/entity/Q30748773	Mbok	deity among the Bassa people of Cameroon
http://www.wikidata.org/entity/Q21548768	Baal-gad	
http://www.wikidata.org/entity/Q22100679	Shentu (deity)	
http://www.wikidata.org/entity/Q22099513	Yang Jian	deity
http://www.wikidata.org/entity/Q24359975	Hina-Lau-Limu-Kala	
http://www.wikidata.org/entity/Q1194924	Dian Cecht	Irish mythological god of healing
http://www.wikidata.org/entity/Q1316633	El	Northwest Semitic word for "god"
http://www.wikidata.org/entity/Q1092708	Zhong Kui	deity in Chinese mythology
http://www.wikidata.org/entity/Q106597967	Inkosazana	Zulu fertility goddess
http://www.wikidata.org/entity/Q2720191	Kunapipi	mother goddess in Australian Aboriginal mythology
http://www.wikidata.org/entity/Q1781076	Komyros	Carian divinity and epithet of Zeus
http://www.wikidata.org/entity/Q11786802	Musoke	God of rain and sky
http://www.wikidata.org/entity/Q12975749	Heramba	aspect of the Hindu god Ganesha
http://www.wikidata.org/entity/Q2928214	Bunjil	creator deity, culture hero and ancestral being in Australian Aboriginal mythology
http://www.wikidata.org/entity/Q105023141	Panzo	candomblé deity
http://www.wikidata.org/entity/Q11682814	Yeshu	individual or individuals mentioned in rabbinic literature
http://www.wikidata.org/entity/Q2130304	Iverix	celtic deity
http://www.wikidata.org/entity/Q12614595	Mithra	Zoroastrian divinity of Contracts and Oaths
http://www.wikidata.org/entity/Q2836614	Dazima	Mesopotamian deity
http://www.wikidata.org/entity/Q11738868	Khiou	Micronesian deity
http://www.wikidata.org/entity/Q19892447	Kannaki Amman	heroine of the great Tamil
http://www.wikidata.org/entity/Q1478704	Cephissus	river god in Greek mythology
http://www.wikidata.org/entity/Q2444872	Ishmekarab	mesopotamian and Elamite deity
http://www.wikidata.org/entity/Q12793286	Kanim'ba	deity
http://www.wikidata.org/entity/Q16050040	Ashem Vohu	important prayer in Zoroastrianism
http://www.wikidata.org/entity/Q2963653	Chimata-No-Kami	Japanese gods
http://www.wikidata.org/entity/Q65061769	Dea Gravida	phoenician figurines
http://www.wikidata.org/entity/Q12197965	Osun	Yoruba spirit
http://www.wikidata.org/entity/Q17996710	Rishabha	Hindu sage
http://www.wikidata.org/entity/Q12254962	Belgo	Basque deity
http://www.wikidata.org/entity/Q20743776	Krun	Mandaean lord of the underworld
http://www.wikidata.org/entity/Q3347596	Kan-Laon	Philippine god
http://www.wikidata.org/entity/Q2889733	Ingwaz	Germanic god
http://www.wikidata.org/entity/Q2124723	Lady Kam Fa	Chinese child-giver deity
http://www.wikidata.org/entity/Q1248453	physis	the physicality of a person or animal
http://www.wikidata.org/entity/Q10340011	Oberon	
http://www.wikidata.org/entity/Q1226579	Ossa	
http://www.wikidata.org/entity/Q65079106	Amphissa of Locris	daughter of Macareus and a lover of Apollo
http://www.wikidata.org/entity/Q16327920	Biris	ancient Greek divinity
http://www.wikidata.org/entity/Q1465871	Phthonus	ancient Greek deity personifying jealousy and envy
http://www.wikidata.org/entity/Q5382410	Epiales	spirit of nightmares in Greek mythology
http://www.wikidata.org/entity/Q5383161	Epiphron	daimon in Greek mythodology
http://www.wikidata.org/entity/Q12899843	Eupraxia	Personification of well-being in Greek mythology
http://www.wikidata.org/entity/Q16737262	Adrasteia	mountain goddess in Greek mythology
http://www.wikidata.org/entity/Q39503	Artemis	goddess of the hunt and the wild in ancient Greek religion and myth
http://www.wikidata.org/entity/Q936486	Phantasos	deity
http://www.wikidata.org/entity/Q3361501	Pallas	divine epithet of the goddess Athena
http://www.wikidata.org/entity/Q1345963	Enyalius	deity
http://www.wikidata.org/entity/Q40901	Ares	Greek god of war
http://www.wikidata.org/entity/Q6749449	Maniae	Greek deities
http://www.wikidata.org/entity/Q45967	Persephone	Greek goddess of spring and the queen of the underworld
http://www.wikidata.org/entity/Q465518	Momus	the personification of satire and mockery in Greek mythology
http://www.wikidata.org/entity/Q1374012	Eunostus	ancient Greek goddess, patroness of mills
http://www.wikidata.org/entity/Q107315377	Prodomeis	gods worshipped at Megara
http://www.wikidata.org/entity/Q61679150	Genetyllides	ancient Athenian divinities
http://www.wikidata.org/entity/Q60847441	Apollo Maleatas	aspect/epithet of Apollo worshipped at Epidaurus
http://www.wikidata.org/entity/Q3848819	Ptocheia	ancient Greek female spirit of beggary
http://www.wikidata.org/entity/Q16332133	Euamerion	deity worshiped at Titane in Greece
http://www.wikidata.org/entity/Q21616290	Auxesia	Greek divinity
http://www.wikidata.org/entity/Q15977252	Ioke	Greek deity
http://www.wikidata.org/entity/Q140406	Zagreus	figure in Greek mythology
http://www.wikidata.org/entity/Q1294659	Telesphorus	Greek and Celtic deity
http://www.wikidata.org/entity/Q106921266	Triclaria	divine epithet of Artemis in Achaea
http://www.wikidata.org/entity/Q1158425	Damia	Greek deity similar to Demeter and the Roman Bona Dea
http://www.wikidata.org/entity/Q2046854	Palaemon	Greek sea god, aspect of Melicertes
http://www.wikidata.org/entity/Q4069374	Arke	Greek goddess
http://www.wikidata.org/entity/Q1138207	Dysnomia	ancient Greek deity
http://www.wikidata.org/entity/Q5891490	Homonoia	minor goddess of concord and unity of mind in Ancient Greek mythology,
http://www.wikidata.org/entity/Q79104156	Demeter Eleusinia	Greek deity and aspect of Demeter
http://www.wikidata.org/entity/Q3321564	Philophrosyne	daimona in Greek mythology
http://www.wikidata.org/entity/Q5319563	Dyssebeia	
http://www.wikidata.org/entity/Q3049600	Ekecheiria	spirit in Greek Mythology
http://www.wikidata.org/entity/Q201261	Orion	giant huntsman in Greek mythology
http://www.wikidata.org/entity/Q404076	Aidos	Greek goddess of shame
http://www.wikidata.org/entity/Q7160969	Peitharchia	
http://www.wikidata.org/entity/Q755211	Athena Chalcioecus	goddess worshiped in temple on Spartan acropolis
http://www.wikidata.org/entity/Q185670	Echidna	ancient Greek mythological monster
http://www.wikidata.org/entity/Q3844469	Aergia	Ancient Greek goddess, the personification of sloth and laziness
http://www.wikidata.org/entity/Q1225261	Dicaeosyne	
http://www.wikidata.org/entity/Q5369058	Menae	goddess presiding over the months
http://www.wikidata.org/entity/Q16329811	Calligeneia	priestess, acolyte, or daughter of Demeter
http://www.wikidata.org/entity/Q1245211	Thallo	mythical character
http://www.wikidata.org/entity/Q182406	Okeanid	nymph presiding over oceans and seas
http://www.wikidata.org/entity/Q214987	Eirene	ancient Greek goddess of peace
http://www.wikidata.org/entity/Q210871	Atë	Ancient Greek goddess of mischief
http://www.wikidata.org/entity/Q1084868	Lyssa	goddess
http://www.wikidata.org/entity/Q163920	Adonis	Greek god of beauty and desire
http://www.wikidata.org/entity/Q132582	Pan	Greek god of the mountain wilds, shepherds, flocks, rustic music, fertility, spring, and theatrical criticism, with the hindquarters, legs, and horns of a goat
http://www.wikidata.org/entity/Q61356299	Phobos and Deimos	twin sons of Ares and Aphrodite in Greek mythology
http://www.wikidata.org/entity/Q5834803	Epidotai	Greek divinities
http://www.wikidata.org/entity/Q1425549	Himeros	son of Ares and Aphrodite, represents sexual desire
http://www.wikidata.org/entity/Q17053173	Tychon	A god
http://www.wikidata.org/entity/Q38012	Hera	Greek goddess, wife and sister of Zeus
http://www.wikidata.org/entity/Q1128685	Philomelus	ancient Greek deity
http://www.wikidata.org/entity/Q4762641	Angelia	daughter of Hermes
http://www.wikidata.org/entity/Q639701	Proioxis	Greek war deity
http://www.wikidata.org/entity/Q671534	Karneios	Dorian god and epithet of Apollo
http://www.wikidata.org/entity/Q1361319	Sabazius	Greek deity
http://www.wikidata.org/entity/Q12647288	Acratus	daemon associated with Dionysus in Athens
http://www.wikidata.org/entity/Q107315404	Nike	divine epithet of Athena, of victory
http://www.wikidata.org/entity/Q2401559	Thesmophoros	epithet of Demeter
http://www.wikidata.org/entity/Q187602	Circe	Goddess of magic in Greek mythology and religion
http://www.wikidata.org/entity/Q10858700	Artemis of Ephesus	Greco-Roman deity venerated in Ephesus
http://www.wikidata.org/entity/Q18423351	Basileia	Greek divinity, daughter of Zeus
http://www.wikidata.org/entity/Q1539632	Pothos	Greek divinity, desire/yearning personified
http://www.wikidata.org/entity/Q5893774	Helicon	divinity of Mt. Helicon in Greece
http://www.wikidata.org/entity/Q676834	Carpo	Greek deity
http://www.wikidata.org/entity/Q189347	Hypnos	personification of sleep in Greek mythology
http://www.wikidata.org/entity/Q4779552	Apheleia	in Greek mythology spirit and personification of ease, simplicity and primitivity in the good sense
http://www.wikidata.org/entity/Q625051	Crotus	mythical son of Pan and Eupheme
http://www.wikidata.org/entity/Q1780711	Comus	in Greek mythology, the god of festivity and son of Bacchus
http://www.wikidata.org/entity/Q3846620	Amechania	in Greek mythology the spirit of helplessness
http://www.wikidata.org/entity/Q978079	Harmonia	ancient Greek goddess of harmony and concord; her opposite is Eris
http://www.wikidata.org/entity/Q1477143	Keltos	mythical daughter of Heracles and Celtine
http://www.wikidata.org/entity/Q172549	Aeolus	god of winds, son of Hippotes in Greek mythology
http://www.wikidata.org/entity/Q1065802	Moros	Greek spirit of doom
http://www.wikidata.org/entity/Q921527	Brizo	ancient Greek goddess
http://www.wikidata.org/entity/Q41484	Hermes	Olympian god in Greek religion and mythology; the emissary and messenger of the gods; the god of trade, heraldry, merchants, commerce, roads, thieves, trickery, sports, travelers, and athletes; the son of Zeus and the Pleiad Maia
http://www.wikidata.org/entity/Q506770	Hymen	Greek god of marriage ceremonies
http://www.wikidata.org/entity/Q12877357	Euthymia	character from Greek mythology
http://www.wikidata.org/entity/Q1236399	Dolos	deity
http://www.wikidata.org/entity/Q10521939	He Bo	Chinese Water God of the Yellow River
http://www.wikidata.org/entity/Q1806391	Larunda	naiad nymph, daughter of the river Almo in Ovid's Fasti
http://www.wikidata.org/entity/Q3032423	Divona	Gaulish deity
http://www.wikidata.org/entity/Q3318761	Vellamo	Finnish deity
http://www.wikidata.org/entity/Q7265854	Qailertetang	Inuit deity
http://www.wikidata.org/entity/Q6471483	Tinirau	
http://www.wikidata.org/entity/Q6938699	Murigen	goddess of lakes in Welsh mythology
